R,G,B,Skin_NonSkin
187,183,135,1
111,155,216,0
5,4,0,1
54,55,21,1
51,53,17,1
129,133,97,1
160,159,109,1
183,181,133,1
53,54,15,1
168,166,118,1
96,145,219,0
164,162,114,1
159,162,116,1
204,202,168,1
121,119,89,1
179,177,129,1
17,14,0,1
179,177,129,1
158,162,127,1
143,141,87,1
58,99,148,0
199,197,162,1
125,121,126,1
104,155,225,0
112,213,211,1
182,182,142,1
146,147,97,1
131,170,222,0
136,154,17,1
163,162,112,1
169,168,124,1
202,200,165,1
209,200,156,1
181,175,134,1
55,56,22,1
163,163,115,1
180,176,141,1
59,45,203,1
180,177,133,1
127,131,249,1
199,197,163,1
181,180,130,1
176,189,233,0
193,192,166,1
119,157,215,0
174,175,149,1
201,199,164,1
178,176,128,1
138,141,115,1
90,94,53,1
168,169,125,1
179,176,132,1
192,207,253,0
3,3,3,1
178,175,131,1
151,153,107,1
181,178,133,1
111,105,58,1
143,142,86,1
176,174,126,1
201,200,162,1
152,151,100,1
28,28,4,1
114,109,64,1
181,179,138,1
154,158,117,1
135,142,85,1
14,7,188,1
196,195,161,1
48,131,109,1
72,73,34,1
157,161,125,1
3,1,0,1
217,150,95,1
168,166,112,1
171,170,119,1
63,65,29,1
165,165,117,1
199,200,166,1
198,197,159,1
161,167,114,1
186,185,141,1
140,139,83,1
175,190,236,0
89,90,51,1
48,109,171,0
148,189,252,0
161,164,169,1
154,195,255,0
215,227,233,1
167,166,115,1
182,178,137,1
201,204,212,1
32,44,22,1
199,197,162,1
177,174,129,1
63,68,23,1
60,106,170,0
133,136,91,1
53,57,22,1
199,197,162,1
163,177,229,0
252,253,185,1
53,57,21,1
103,155,222,0
163,166,127,1
187,185,144,1
155,159,118,1
196,195,157,1
176,190,238,0
43,96,153,0
111,150,218,0
140,141,91,1
0,0,1,1
181,178,134,1
181,178,134,1
96,142,220,0
124,123,63,1
58,60,24,1
134,136,190,0
114,156,223,0
99,150,223,0
1,0,175,1
145,147,101,1
197,121,68,1
153,152,94,1
122,120,102,1
167,166,115,1
23,24,14,1
173,172,122,1
195,194,156,1
5,7,1,1
69,70,26,1
148,146,98,1
141,143,77,1
255,0,128,1
143,131,127,1
6,8,9,1
64,91,225,1
165,163,115,1
199,195,160,1
176,173,128,1
66,65,27,1
114,113,55,1
2,136,106,1
54,58,23,1
205,203,169,1
163,162,112,1
200,199,161,1
150,150,102,1
144,143,87,1
12,13,3,1
17,18,0,1
92,134,211,0
205,213,250,0
2,1,3,1
81,89,129,0
52,53,19,1
55,54,26,1
110,110,56,1
55,56,22,1
156,169,231,0
178,175,131,1
198,198,158,1
82,81,37,1
59,57,47,1
175,181,128,1
156,178,236,0
43,70,50,1
213,196,187,1
172,171,121,1
182,196,255,1
177,193,182,1
185,188,139,1
181,44,182,1
184,183,139,1
161,165,130,1
180,177,132,1
142,138,90,1
191,191,151,1
143,187,250,0
92,89,44,1
170,169,119,1
75,81,128,0
89,138,214,0
115,134,191,0
175,172,127,1
188,185,147,1
185,184,140,1
73,76,31,1
51,47,236,1
138,157,214,0
157,155,101,1
85,89,64,1
182,179,135,1
174,173,123,1
27,28,12,1
183,180,136,1
170,169,119,1
52,53,14,1
13,11,0,1
142,167,229,0
181,178,134,1
140,187,243,0
192,193,151,1
61,62,22,1
159,160,116,1
163,161,107,1
178,176,128,1
160,163,118,1
164,163,113,1
137,141,92,1
49,104,255,1
175,180,125,1
181,204,252,0
10,243,255,1
148,186,251,0
86,89,74,1
115,114,56,1
57,54,46,1
165,163,115,1
43,164,84,1
67,70,25,1
181,179,138,1
185,185,145,1
178,186,123,1
164,163,113,1
174,172,124,1
197,197,157,1
49,106,255,1
243,164,155,1
100,146,223,0
0,1,1,1
80,83,28,1
101,111,64,1
194,193,155,1
1,1,1,1
0,255,255,1
197,195,160,1
184,182,141,1
70,118,176,0
197,173,131,1
169,192,242,0
179,176,132,1
199,197,163,1
33,177,28,1
182,181,137,1
109,135,189,0
171,185,233,0
163,210,164,1
155,158,113,1
57,41,29,1
121,155,221,0
124,159,227,0
52,53,14,1
184,183,139,1
104,153,223,0
168,165,114,1
172,172,126,1
255,0,128,1
96,89,150,1
52,79,213,1
179,173,132,1
99,146,200,0
171,170,120,1
175,172,127,1
141,138,93,1
180,177,133,1
24,22,4,1
0,0,255,1
179,173,130,1
129,133,91,1
84,84,30,1
58,59,20,1
55,56,24,1
92,91,35,1
167,167,119,1
149,153,111,1
174,170,122,1
61,62,18,1
32,81,67,1
180,175,130,1
148,149,109,1
199,197,162,1
161,162,128,1
14,12,1,1
74,104,145,0
8,10,0,1
172,186,239,0
255,253,255,1
95,144,224,0
201,200,162,1
179,185,198,1
176,176,122,1
98,109,161,0
167,167,119,1
170,184,233,0
178,178,132,1
2,1,0,1
181,177,136,1
178,176,128,1
32,33,7,1
0,2,177,1
101,100,44,1
69,71,25,1
156,196,254,0
61,26,237,1
133,136,87,1
153,156,111,1
127,165,219,0
163,162,112,1
193,192,154,1
165,161,112,1
126,165,220,0
173,171,123,1
130,169,221,0
53,56,24,1
3,1,1,1
142,113,98,1
183,181,133,1
155,157,111,1
129,132,87,1
126,97,82,1
130,169,221,0
201,200,162,1
205,204,166,1
237,222,219,1
100,150,222,0
95,99,152,0
172,169,124,1
193,192,166,1
120,153,222,0
149,191,255,0
178,176,128,1
11,11,5,1
158,162,127,1
196,206,254,0
174,162,114,1
149,187,251,0
50,101,163,0
94,89,151,1
95,72,56,1
5,3,2,1
53,124,191,0
135,136,92,1
146,166,23,1
199,197,163,1
3,2,182,1
186,185,141,1
142,161,20,1
197,160,56,1
106,141,197,0
193,192,166,1
181,180,136,1
68,70,18,1
119,118,60,1
163,161,113,1
182,179,134,1
82,182,237,1
177,176,132,1
41,40,6,1
160,197,255,0
142,141,85,1
171,173,137,1
167,179,233,0
135,138,93,1
94,148,219,0
114,115,65,1
201,199,164,1
34,35,33,1
186,185,141,1
200,197,152,1
171,170,120,1
132,136,101,1
146,182,236,0
132,163,232,0
181,178,134,1
187,186,142,1
64,64,24,1
225,220,221,1
171,167,116,1
59,120,188,0
85,34,14,1
183,174,131,1
201,200,162,1
155,193,255,0
179,176,131,1
32,28,0,1
17,17,1,1
255,254,255,1
178,177,133,1
204,205,215,1
128,128,128,1
158,161,122,1
181,179,138,1
147,162,218,0
202,214,255,0
0,0,255,1
120,157,225,0
180,180,134,1
158,162,126,1
125,111,152,1
53,54,20,1
7,2,0,1
198,198,158,1
178,175,131,1
57,55,15,1
239,204,170,1
98,31,16,1
191,189,148,1
182,179,134,1
83,25,20,1
45,104,149,0
195,194,156,1
173,172,122,1
45,26,219,1
173,172,122,1
150,151,101,1
203,210,253,0
168,168,120,1
171,170,119,1
187,185,145,1
87,86,35,1
208,174,61,1
199,197,162,1
172,171,121,1
168,165,114,1
198,195,164,1
55,48,239,1
96,42,25,1
179,176,131,1
160,162,120,1
194,192,152,1
163,162,112,1
143,102,33,1
121,168,224,0
15,14,0,1
11,13,14,1
4,2,1,1
198,124,68,1
205,203,172,1
181,182,140,1
61,62,28,1
83,120,194,0
15,10,1,1
168,165,114,1
143,142,86,1
22,74,51,1
128,128,128,1
118,152,211,0
165,163,115,1
138,138,90,1
120,149,103,1
185,186,144,1
17,16,12,1
202,201,163,1
10,190,1,1
140,141,91,1
12,12,6,1
197,195,161,1
10,9,0,1
171,170,120,1
12,11,0,1
172,168,119,1
190,188,148,1
180,178,130,1
147,90,169,1
198,198,158,1
178,176,128,1
111,116,171,0
55,56,17,1
161,161,113,1
135,137,101,1
109,230,250,1
38,39,5,1
56,59,33,1
115,114,56,1
171,172,128,1
200,196,161,1
60,107,163,0
179,176,131,1
166,167,117,1
4,8,3,1
60,62,20,1
171,172,128,1
176,174,126,1
0,255,0,1
94,125,188,0
142,141,85,1
184,178,135,1
53,54,15,1
46,47,45,1
42,66,124,0
117,117,69,1
47,47,33,1
36,34,24,1
180,180,134,1
68,70,48,1
1,1,1,1
106,106,46,1
201,200,162,1
90,90,42,1
166,164,116,1
134,135,101,1
173,169,121,1
146,173,157,1
67,68,26,1
197,123,67,1
146,147,97,1
87,87,41,1
1,1,1,1
133,132,74,1
58,50,10,1
4,5,0,1
59,60,21,1
117,139,197,0
181,179,131,1
46,101,162,0
172,171,120,1
114,147,220,0
188,187,143,1
168,163,114,1
113,117,170,0
52,101,149,0
156,192,252,0
160,158,104,1
174,194,242,0
122,160,214,0
54,58,22,1
199,198,160,1
3,3,0,1
181,178,134,1
119,118,60,1
169,185,232,0
93,29,18,1
84,50,210,1
41,39,29,1
156,155,99,1
145,146,96,1
198,198,158,1
131,175,229,0
63,66,21,1
148,149,105,1
242,231,227,1
177,177,131,1
143,163,228,0
141,144,95,1
173,169,121,1
162,165,119,1
54,55,21,1
245,153,255,1
97,94,43,1
143,145,93,1
180,177,132,1
146,148,96,1
178,175,131,1
5,5,0,1
63,12,0,1
179,177,129,1
82,85,30,1
156,161,122,1
59,63,22,1
200,209,252,0
15,14,0,1
0,1,0,1
1,2,0,1
130,169,221,0
177,192,241,0
102,150,222,0
114,161,28,1
22,16,3,1
117,119,173,0
70,73,28,1
97,198,196,1
44,164,83,1
123,126,76,1
39,39,9,1
180,179,135,1
80,35,245,1
238,204,168,1
143,142,84,1
174,190,237,0
60,46,211,1
195,198,206,1
181,178,133,1
197,196,158,1
171,170,120,1
6,3,0,1
89,118,192,0
129,133,97,1
152,155,116,1
136,139,90,1
164,160,112,1
68,69,25,1
199,198,164,1
198,198,158,1
4,19,152,1
195,194,156,1
231,162,99,1
137,179,226,0
171,169,121,1
7,7,0,1
54,55,21,1
235,220,217,1
154,158,123,1
61,101,150,0
205,204,170,1
167,165,111,1
255,128,0,1
37,36,8,1
109,109,55,1
120,167,228,0
110,148,206,0
57,59,23,1
178,176,128,1
13,11,10,1
62,66,25,1
134,138,89,1
0,193,0,1
159,161,119,1
166,167,117,1
17,8,189,1
57,102,169,0
59,57,47,1
189,187,147,1
66,128,192,0
4,0,72,1
84,86,67,1
171,170,119,1
173,172,121,1
230,116,93,1
50,50,10,1
180,179,129,1
103,106,60,1
171,86,138,1
172,169,124,1
93,148,217,0
165,164,114,1
2,0,0,1
230,238,245,1
53,56,24,1
184,181,136,1
172,174,128,1
200,198,163,1
173,140,101,1
135,170,214,0
30,30,16,1
183,181,133,1
138,138,192,0
136,139,90,1
151,164,226,0
156,193,255,0
179,179,139,1
152,149,98,1
154,153,97,1
61,65,24,1
153,154,104,1
81,136,217,0
93,88,150,1
182,179,135,1
199,197,162,1
178,178,132,1
121,157,227,0
157,159,113,1
158,195,255,0
199,209,249,0
231,162,99,1
79,82,36,1
166,183,234,0
197,195,160,1
48,51,12,1
170,184,233,0
182,180,132,1
101,97,44,1
88,26,15,1
199,198,160,1
169,169,123,1
118,116,108,1
175,175,129,1
151,169,240,0
43,46,31,1
179,177,129,1
23,18,3,1
193,192,154,1
170,169,119,1
157,162,123,1
113,155,208,0
149,167,232,0
93,28,19,1
172,170,122,1
64,67,52,1
203,213,253,0
201,200,162,1
63,65,23,1
153,154,104,1
160,159,125,1
204,203,169,1
180,180,134,1
89,88,32,1
156,156,108,1
44,45,43,1
147,181,227,0
61,63,21,1
111,114,65,1
161,164,125,1
98,99,43,1
78,83,128,0
73,73,25,1
167,183,236,0
95,146,219,0
18,19,9,1
139,138,80,1
92,138,216,0
179,177,129,1
71,69,21,1
75,113,191,0
111,112,62,1
144,147,97,1
60,64,23,1
140,138,80,1
47,91,145,0
129,133,92,1
162,165,119,1
199,199,159,1
8,14,157,1
60,64,22,1
156,160,119,1
36,34,10,1
245,250,253,1
71,74,29,1
172,171,121,1
2,1,3,1
132,167,217,0
0,2,0,1
183,184,142,1
124,123,179,0
130,131,91,1
165,165,117,1
174,171,127,1
200,199,161,1
105,139,209,0
178,175,131,1
3,3,0,1
4,0,72,1
28,47,20,1
183,181,133,1
19,20,4,1
193,192,154,1
45,96,159,0
63,64,24,1
179,177,129,1
191,194,169,1
5,188,6,1
180,177,132,1
150,166,232,0
178,179,137,1
165,161,112,1
170,169,119,1
175,143,100,1
64,71,26,1
255,255,254,1
201,199,168,1
49,49,13,1
40,39,5,1
154,192,255,0
45,101,150,0
137,167,232,0
184,183,139,1
5,3,0,1
163,162,112,1
161,181,222,0
187,186,142,1
19,16,2,1
135,138,93,1
85,83,48,1
0,0,1,1
180,177,133,1
144,146,104,1
53,57,22,1
159,162,123,1
8,9,0,1
105,147,218,0
231,216,84,1
147,187,252,0
161,181,236,0
146,165,216,0
62,64,22,1
184,183,133,1
183,181,133,1
78,80,34,1
0,0,0,1
157,160,121,1
180,178,137,1
43,46,21,1
26,57,36,1
59,100,149,0
68,71,26,1
162,164,118,1
173,173,127,1
49,105,154,0
163,165,119,1
177,177,129,1
164,162,108,1
165,181,234,0
202,200,165,1
186,184,143,1
187,188,149,1
159,157,103,1
158,174,220,0
158,194,255,0
210,218,255,0
204,203,169,1
11,12,3,1
80,36,249,1
202,200,165,1
93,19,31,1
62,62,22,1
57,59,23,1
153,155,109,1
192,192,152,1
156,84,150,1
108,151,218,0
125,127,181,0
178,178,130,1
179,176,132,1
113,112,62,1
72,81,124,0
130,133,94,1
164,163,112,1
167,181,233,0
55,57,38,1
55,55,19,1
179,173,150,1
63,64,22,1
156,157,107,1
132,135,90,1
196,195,157,1
199,192,165,1
99,202,199,1
138,160,18,1
173,171,123,1
198,198,158,1
149,154,109,1
58,59,19,1
25,17,124,1
156,174,221,0
170,143,99,1
186,184,149,1
210,205,174,1
179,179,143,1
203,202,168,1
50,52,16,1
115,115,61,1
180,178,137,1
181,178,133,1
177,175,127,1
202,200,165,1
24,26,14,1
35,34,6,1
201,200,162,1
139,142,93,1
181,178,134,1
58,103,154,0
165,179,227,0
176,174,134,1
34,79,123,0
151,152,102,1
128,102,86,1
174,173,123,1
151,189,253,0
0,3,191,1
1,0,181,1
165,161,113,1
5,5,0,1
143,142,92,1
45,44,24,1
173,172,122,1
164,168,133,1
55,56,22,1
143,180,254,0
224,224,224,1
234,84,244,1
51,52,18,1
168,164,116,1
180,177,132,1
75,82,125,0
34,33,7,1
87,89,37,1
172,169,124,1
151,150,99,1
129,133,92,1
202,197,166,1
163,161,107,1
252,253,244,1
5,6,0,1
0,0,255,1
185,176,133,1
182,179,135,1
6,19,149,1
203,201,167,1
134,132,78,1
73,149,117,1
181,178,134,1
255,251,186,1
57,104,155,0
6,8,2,1
84,86,40,1
197,158,114,1
59,106,160,0
81,84,34,1
51,57,16,1
166,166,118,1
157,195,255,0
164,164,116,1
137,141,92,1
183,181,133,1
53,57,22,1
199,197,162,1
178,176,128,1
128,175,231,0
129,160,229,0
178,175,130,1
63,68,23,1
88,141,221,0
83,84,28,1
72,68,49,1
172,171,121,1
237,220,223,1
40,91,64,1
202,201,163,1
182,176,133,1
203,200,162,1
55,56,22,1
48,66,129,0
185,183,135,1
81,81,33,1
85,27,22,1
97,51,20,1
35,34,8,1
132,230,242,1
116,115,57,1
39,34,9,1
241,122,113,1
179,178,134,1
122,152,217,0
143,139,90,1
145,143,89,1
100,99,49,1
22,41,24,1
132,176,240,0
196,196,156,1
53,55,19,1
205,215,255,0
185,185,139,1
157,156,100,1
212,114,138,1
106,92,104,1
115,114,56,1
86,92,133,0
54,54,18,1
65,67,45,1
135,169,222,0
5,6,4,1
35,34,8,1
132,176,240,0
63,65,29,1
97,102,157,0
34,33,5,1
180,177,133,1
35,32,27,1
21,20,10,1
85,126,195,0
72,75,25,1
15,53,23,1
156,159,120,1
142,142,78,1
56,60,24,1
50,50,14,1
218,208,201,1
178,175,131,1
129,168,220,0
32,145,35,1
53,55,25,1
187,185,144,1
183,182,138,1
20,15,16,1
171,185,227,0
165,163,115,1
178,176,128,1
35,107,85,1
196,194,154,1
180,178,137,1
181,181,135,1
5,1,0,1
6,7,3,1
103,102,46,1
84,87,38,1
179,176,131,1
225,114,122,1
39,34,9,1
201,200,162,1
83,83,29,1
83,85,33,1
252,218,205,1
125,169,216,0
179,177,129,1
43,74,53,1
175,173,125,1
176,175,124,1
170,168,120,1
154,189,255,0
2,137,105,1
157,161,125,1
90,27,13,1
67,68,26,1
153,154,104,1
60,61,21,1
178,175,131,1
177,176,126,1
153,191,255,0
53,51,40,1
5,6,2,1
164,163,113,1
39,86,138,0
195,193,158,1
62,113,175,0
33,35,23,1
51,53,17,1
114,114,54,1
181,178,134,1
198,198,158,1
194,193,155,1
145,144,88,1
165,179,228,0
0,178,1,1
53,56,24,1
48,72,126,0
252,254,255,1
181,178,134,1
97,36,2,1
35,34,8,1
178,178,130,1
49,50,11,1
67,76,120,0
180,176,127,1
3,0,4,1
167,163,114,1
78,112,188,0
171,167,119,1
186,185,165,1
17,14,0,1
182,178,129,1
54,54,18,1
162,165,116,1
54,55,16,1
66,67,25,1
184,183,139,1
62,66,25,1
180,177,132,1
188,189,145,1
104,145,207,0
158,160,118,1
51,52,18,1
193,192,154,1
46,87,136,0
143,142,86,1
201,200,162,1
117,151,210,0
141,140,84,1
196,194,159,1
159,160,116,1
59,120,188,0
205,215,255,0
70,71,51,1
147,121,104,1
181,182,140,1
172,170,122,1
133,133,133,1
33,35,6,1
136,179,228,0
130,133,188,0
156,193,255,0
178,175,131,1
202,197,166,1
106,227,247,1
157,159,113,1
90,124,194,0
187,188,146,1
54,122,37,1
145,143,89,1
133,135,189,0
207,104,132,1
126,152,222,0
39,90,140,0
103,153,229,0
157,162,123,1
65,144,70,1
177,174,129,1
59,103,156,0
156,154,100,1
236,241,242,1
173,186,230,0
159,162,113,1
255,254,255,1
176,174,126,1
20,17,2,1
160,162,126,1
110,153,210,0
171,170,119,1
48,50,14,1
164,185,93,1
201,208,255,0
137,140,91,1
105,110,55,1
50,51,12,1
186,185,141,1
87,90,34,1
151,153,107,1
166,165,115,1
94,92,38,1
139,142,93,1
34,35,25,1
138,141,86,1
106,109,164,0
98,151,224,0
107,109,63,1
201,199,164,1
255,255,255,1
6,5,1,1
137,138,88,1
19,14,5,1
70,69,48,1
124,132,91,1
6,18,152,1
183,182,138,1
55,60,21,1
181,176,145,1
117,156,208,0
83,80,29,1
149,148,90,1
41,40,14,1
99,102,153,0
121,123,177,0
182,179,135,1
167,163,114,1
164,163,113,1
94,92,38,1
47,49,13,1
157,172,121,1
197,196,158,1
135,137,91,1
167,163,114,1
145,186,249,0
187,181,138,1
145,144,93,1
53,104,255,1
161,197,255,0
179,146,101,1
119,151,210,0
5,3,2,1
114,117,172,0
20,20,4,1
168,169,119,1
64,125,187,0
192,192,152,1
179,177,129,1
49,51,15,1
136,134,80,1
8,10,4,1
69,70,26,1
6,19,151,1
118,121,176,0
91,131,214,0
4,2,2,1
112,159,227,0
116,153,215,0
157,175,236,0
193,192,158,1
158,162,127,1
184,182,134,1
138,126,144,1
55,78,123,0
177,174,129,1
172,168,119,1
8,8,2,1
160,161,127,1
141,139,85,1
198,198,158,1
67,67,21,1
82,82,28,1
167,181,234,0
184,183,139,1
127,165,219,0
102,139,201,0
182,183,143,1
158,162,127,1
132,95,199,1
171,170,120,1
88,142,213,0
165,164,114,1
78,81,35,1
248,215,200,1
71,73,27,1
104,153,221,0
206,204,170,1
162,161,111,1
76,79,30,1
65,66,22,1
83,133,223,0
18,9,0,1
136,139,90,1
53,54,20,1
75,73,32,1
205,203,169,1
83,91,131,0
157,161,125,1
38,165,80,1
182,179,134,1
92,91,35,1
128,160,226,0
51,109,161,0
52,56,21,1
161,197,255,0
144,144,156,1
0,0,0,1
136,139,89,1
201,200,162,1
63,64,24,1
112,98,109,1
173,168,119,1
115,153,217,0
159,163,122,1
63,122,184,0
178,178,132,1
77,79,33,1
165,163,115,1
200,199,161,1
13,12,2,1
165,163,115,1
199,198,160,1
129,132,87,1
51,109,174,0
167,166,115,1
137,77,101,1
183,180,135,1
120,71,87,1
4,8,2,1
182,179,135,1
38,81,70,1
67,69,23,1
159,163,121,1
178,178,132,1
151,163,227,0
54,55,21,1
167,167,119,1
156,159,120,1
198,195,164,1
198,197,159,1
183,185,165,1
202,201,163,1
199,197,162,1
204,203,169,1
52,53,14,1
98,101,46,1
174,191,242,0
158,176,235,0
163,162,112,1
135,140,113,1
241,84,235,1
138,139,89,1
159,174,106,1
135,145,155,1
0,181,0,1
179,176,131,1
52,100,158,0
196,195,157,1
62,56,15,1
120,124,72,1
150,149,158,1
114,115,65,1
138,141,92,1
51,97,145,0
6,6,0,1
64,64,18,1
147,149,97,1
182,179,135,1
144,182,246,0
93,92,48,1
32,33,7,1
138,136,82,1
176,173,128,1
52,54,18,1
166,169,124,1
15,14,0,1
175,174,124,1
180,177,132,1
177,173,132,1
136,134,80,1
136,139,90,1
119,121,79,1
178,175,131,1
54,55,21,1
122,169,225,0
237,226,218,1
139,140,90,1
180,178,130,1
153,171,232,0
37,35,35,1
136,135,79,1
133,167,213,0
164,160,112,1
72,126,189,0
189,186,148,1
142,166,232,0
129,165,229,0
150,153,107,1
132,159,215,0
53,78,212,1
129,129,129,1
0,128,0,1
146,148,96,1
88,86,32,1
111,149,214,0
134,169,225,0
178,179,137,1
225,223,223,1
199,197,162,1
88,185,243,1
133,136,87,1
190,189,151,1
161,162,112,1
171,170,120,1
164,163,113,1
101,100,49,1
165,163,115,1
134,136,94,1
174,172,124,1
26,28,6,1
10,4,0,1
20,18,0,1
140,180,245,0
202,212,252,0
200,198,163,1
140,180,245,0
146,85,123,1
156,170,229,0
105,106,50,1
53,55,25,1
197,195,160,1
142,164,229,0
117,121,172,0
73,74,35,1
172,171,121,1
179,184,139,1
32,75,124,0
155,191,255,0
181,180,136,1
66,83,122,0
225,193,218,1
66,67,25,1
193,193,153,1
176,180,174,1
121,148,204,0
164,162,114,1
81,84,52,1
155,154,98,1
194,192,152,1
176,174,126,1
183,179,138,1
118,153,221,0
141,140,79,1
204,202,168,1
43,94,150,0
198,124,68,1
174,170,122,1
126,161,229,0
176,174,133,1
77,88,145,0
23,24,14,1
50,51,12,1
157,154,109,1
44,101,146,0
118,149,204,0
164,162,114,1
178,179,137,1
159,178,223,0
148,187,249,0
67,68,24,1
61,23,35,1
142,145,96,1
72,72,32,1
142,141,115,1
156,128,111,1
157,161,120,1
71,134,202,0
46,55,34,1
10,9,0,1
177,174,129,1
167,164,113,1
1,2,0,1
174,172,124,1
78,51,208,1
250,221,214,1
64,66,24,1
194,193,155,1
162,162,114,1
171,170,120,1
52,76,58,1
89,56,37,1
37,37,7,1
80,124,187,0
117,155,227,0
180,179,135,1
123,160,222,0
179,178,120,1
128,132,91,1
150,148,94,1
196,195,157,1
147,149,97,1
166,165,114,1
148,147,96,1
4,2,2,1
63,117,172,0
183,181,133,1
127,133,84,1
127,88,190,1
129,126,71,1
4,0,5,1
140,143,97,1
144,141,90,1
90,28,17,1
179,176,132,1
185,185,145,1
14,189,239,1
24,45,30,1
172,173,139,1
140,143,94,1
3,20,6,1
75,113,191,0
109,149,208,0
105,56,132,1
137,140,91,1
52,56,21,1
84,93,137,0
162,163,131,1
184,180,161,1
221,150,82,1
57,118,182,0
198,198,158,1
137,138,88,1
176,176,128,1
167,161,114,1
164,163,113,1
55,56,16,1
156,194,255,0
180,177,133,1
181,178,134,1
181,180,136,1
195,194,156,1
134,135,103,1
143,163,228,0
0,1,0,1
116,154,219,0
157,160,121,1
109,228,249,1
146,148,96,1
173,181,134,1
178,176,128,1
18,18,12,1
183,179,131,1
53,55,25,1
255,255,255,1
161,158,107,1
31,32,30,1
178,175,131,1
163,166,121,1
10,9,5,1
181,177,142,1
177,178,134,1
123,155,220,0
52,54,18,1
98,150,226,0
20,17,2,1
173,189,232,0
53,57,22,1
171,170,119,1
133,140,195,0
165,176,174,1
181,178,133,1
54,54,54,1
199,197,162,1
134,136,94,1
117,219,214,1
184,182,134,1
178,175,130,1
0,0,187,1
164,165,121,1
140,176,224,0
184,184,130,1
158,155,104,1
16,14,3,1
181,178,134,1
195,193,152,1
131,163,229,0
199,139,200,1
180,178,137,1
39,39,9,1
16,7,188,1
177,174,129,1
144,186,228,0
105,104,53,1
195,194,156,1
138,140,88,1
166,179,225,0
44,94,152,0
110,73,177,1
205,209,214,1
202,209,252,0
186,181,136,1
58,105,159,0
55,56,16,1
136,137,87,1
163,167,132,1
143,141,87,1
157,101,184,1
147,190,247,0
144,39,142,1
174,173,123,1
164,162,114,1
48,50,30,1
106,212,236,1
177,174,130,1
147,187,252,0
175,173,125,1
138,140,88,1
158,160,118,1
73,128,125,1
53,54,20,1
4,0,5,1
53,55,19,1
81,40,252,1
181,178,134,1
181,177,136,1
15,14,10,1
179,177,129,1
198,213,255,0
252,255,183,1
5,1,0,1
131,152,227,0
151,150,99,1
148,171,233,0
193,189,148,1
169,168,124,1
201,200,162,1
123,157,216,0
53,57,22,1
110,148,206,0
182,179,135,1
164,163,113,1
105,111,164,0
173,168,119,1
166,165,114,1
76,88,128,0
53,53,17,1
90,187,243,1
186,174,132,1
107,108,52,1
180,175,130,1
16,14,3,1
31,27,16,1
183,180,135,1
177,176,126,1
182,180,132,1
106,108,62,1
205,204,170,1
50,57,20,1
118,168,32,1
197,195,160,1
26,96,180,1
14,14,0,1
2,0,169,1
62,63,23,1
5,0,160,1
13,13,0,1
179,176,132,1
201,199,164,1
74,42,250,1
179,177,129,1
157,167,120,1
44,165,84,1
144,142,88,1
87,85,31,1
131,131,61,1
100,87,109,1
37,39,10,1
177,174,129,1
148,186,250,0
0,255,255,1
136,132,83,1
205,203,169,1
177,170,137,1
84,81,60,1
142,141,85,1
173,189,231,0
180,177,132,1
163,164,125,1
29,28,8,1
165,164,114,1
54,24,19,1
74,72,48,1
38,38,8,1
35,213,248,1
103,106,60,1
177,176,125,1
199,198,160,1
130,133,94,1
10,9,0,1
4,252,255,1
123,160,218,0
53,55,25,1
102,99,78,1
112,90,72,1
174,174,128,1
126,157,210,0
122,154,220,0
165,163,115,1
173,173,125,1
0,137,106,1
55,56,22,1
82,85,36,1
25,21,3,1
200,199,161,1
150,175,239,0
248,250,250,1
78,105,89,1
69,71,25,1
65,60,62,1
179,177,129,1
57,104,160,0
160,162,126,1
132,134,104,1
161,163,121,1
201,200,162,1
126,130,81,1
176,175,124,1
90,138,216,0
133,136,97,1
62,60,12,1
172,171,121,1
79,82,33,1
142,174,227,0
51,53,17,1
181,178,134,1
182,179,135,1
123,126,181,0
86,187,242,1
60,62,43,1
54,55,21,1
196,195,157,1
149,165,231,0
127,131,189,0
178,177,127,1
102,90,102,1
67,126,188,0
167,156,124,1
75,73,19,1
202,200,165,1
164,163,113,1
172,170,122,1
231,218,210,1
153,165,231,0
1,1,1,1
16,14,3,1
174,172,124,1
198,198,162,1
147,187,252,0
180,178,137,1
138,139,89,1
56,81,215,1
164,164,116,1
181,181,133,1
155,191,255,0
53,35,194,1
184,182,134,1
110,147,207,0
212,196,184,1
172,171,121,1
172,172,126,1
146,147,97,1
57,59,23,1
20,17,2,1
201,199,164,1
18,20,14,1
179,177,129,1
50,51,17,1
129,130,98,1
53,54,15,1
61,61,21,1
179,173,128,1
200,198,163,1
154,167,219,0
122,100,22,1
135,138,89,1
140,139,88,1
111,110,114,1
204,97,116,1
166,165,115,1
97,142,223,0
100,203,198,1
62,111,173,0
164,164,116,1
180,188,141,1
244,233,236,1
117,165,231,0
144,147,98,1
157,160,121,1
54,54,48,1
62,64,28,1
71,73,27,1
151,152,102,1
182,179,135,1
51,52,12,1
55,56,22,1
32,33,7,1
172,171,121,1
129,133,98,1
121,162,33,1
159,156,105,1
43,169,26,1
70,64,53,1
167,166,115,1
58,90,133,0
125,164,216,0
57,57,33,1
160,196,255,0
148,184,232,0
183,180,135,1
79,34,245,1
53,57,21,1
171,169,121,1
106,144,209,0
67,68,24,1
68,70,28,1
0,192,0,1
166,165,115,1
10,2,0,1
196,196,160,1
0,18,147,1
